epoch,time_s,loss,inverse_mean,forward_mean,energy_mean
1,5.0836882469957345,70682.359375,70682.359375,6.512725830078125,4975.61376953125
50,7.510672744996555,229.09730529785156,229.09730529785156,6.858598232269287,357.8442687988281
100,8.353337653999915,66.00469207763672,66.00469207763672,7.797271728515625,92.77299499511719
150,9.189460463996511,28.52627182006836,28.52627182006836,13.551831245422363,39.54561233520508
200,9.99573885499558,14.513190269470215,14.513190269470215,25.74584197998047,22.11249542236328
250,10.812799510997138,8.096556663513184,8.096556663513184,45.851383209228516,14.573018074035645
300,11.641929619996517,4.960901737213135,4.960901737213135,76.77696228027344,10.954161643981934
350,12.453108890993462,3.2098352909088135,3.2098352909088135,119.5906982421875,8.82127857208252
400,13.271143760997802,2.2468390464782715,2.2468390464782715,166.39891052246094,7.006931781768799
450,14.087122596996778,1.6271882057189941,1.6271882057189941,212.0310821533203,5.462312698364258
500,14.90458916699572,1.2069181203842163,1.2069181203842163,255.49205017089844,4.110555171966553
550,15.73960487399745,0.9216700196266174,0.9216700196266174,317.66949462890625,3.118720293045044
600,16.55427882499498,0.7307863831520081,0.7307863831520081,392.22796630859375,2.3721237182617188
650,17.366909852993558,0.611929714679718,0.611929714679718,526.112548828125,1.930703043937683
700,18.17731099899538,0.5310165882110596,0.5310165882110596,694.633544921875,1.6685960292816162
750,18.99620225099352,0.4938357472419739,0.4938357472419739,926.958740234375,1.5158605575561523
800,19.824357618999784,0.447299599647522,0.447299599647522,1136.104736328125,1.2907613515853882
850,20.694061969996255,0.4312392473220825,0.4312392473220825,1328.6651611328125,1.2857797145843506
900,21.513304875996255,0.4103110432624817,0.4103110432624817,1460.55859375,1.2817058563232422
950,22.339893748998293,0.3976338505744934,0.3976338505744934,1627.6007080078125,1.2458113431930542
1000,23.161096052994253,0.387686163187027,0.387686163187027,1696.321533203125,1.223759412765503
1050,23.982093701997655,0.37563276290893555,0.37563276290893555,1709.8099365234375,1.178768277168274
1100,24.796195341994462,0.37162166833877563,0.37162166833877563,1795.0328369140625,1.149430751800537
1150,25.611883514997317,0.36081376671791077,0.36081376671791077,1878.4652099609375,1.067213773727417
1200,26.440411130999564,0.35843533277511597,0.35843533277511597,1939.26904296875,1.1415469646453857
1250,27.268359351997788,0.35868406295776367,0.35868406295776367,2022.167724609375,1.1382726430892944
1300,28.06041298499622,0.35862648487091064,0.35862648487091064,1992.322265625,1.1227186918258667
1350,28.869184125993343,0.3506965637207031,0.3506965637207031,2046.50390625,1.1227387189865112
1400,29.67182528799458,0.34588783979415894,0.34588783979415894,2033.1578369140625,1.0735126733779907
1450,30.481270147996838,0.33889684081077576,0.33889684081077576,2073.105224609375,1.083518147468567
1500,31.326212934996875,0.3381517827510834,0.3381517827510834,2165.546142578125,1.0835893154144287
1550,32.16614302299422,0.34199872612953186,0.34199872612953186,2295.29248046875,1.0983079671859741
1600,32.98428929899819,0.3402615785598755,0.3402615785598755,2162.588623046875,1.0814770460128784
1650,33.820102849997056,0.32996824383735657,0.32996824383735657,2262.065185546875,1.0241519212722778
1700,34.676282232998346,0.3259461522102356,0.3259461522102356,2213.968017578125,1.0664137601852417
1750,35.497457829995255,0.32991114258766174,0.32991114258766174,2357.13037109375,1.0675299167633057
1800,36.3336554149937,0.3306286334991455,0.3306286334991455,2391.43017578125,1.057824730873108
1850,37.13868320999609,0.33499136567115784,0.33499136567115784,2399.757568359375,1.064237356185913
1900,37.97718795299443,0.32922253012657166,0.32922253012657166,2468.16943359375,1.0517979860305786
1950,38.81601386900002,0.32164910435676575,0.32164910435676575,2418.15380859375,1.0443793535232544
2000,39.6611635129957,0.3194319009780884,0.3194319009780884,2439.65771484375,1.0125696659088135
