epoch,loss,val_loss
1.000000000000000000e+00,6.780371069908142090e-01,1.350034475326538086e+00
2.000000000000000000e+00,5.237842798233032227e-01,1.296670675277709961e+00
3.000000000000000000e+00,4.669112861156463623e-01,1.311196088790893555e+00
4.000000000000000000e+00,4.358109533786773682e-01,1.302767157554626465e+00
5.000000000000000000e+00,4.148202538490295410e-01,1.226930260658264160e+00
6.000000000000000000e+00,3.969084322452545166e-01,1.243947982788085938e+00
7.000000000000000000e+00,3.860504925251007080e-01,1.239823579788208008e+00
8.000000000000000000e+00,3.612484335899353027e-01,1.222081899642944336e+00
9.000000000000000000e+00,3.486554324626922607e-01,1.242971777915954590e+00
1.000000000000000000e+01,3.380178213119506836e-01,1.187436342239379883e+00
1.100000000000000000e+01,3.216509819030761719e-01,1.241778373718261719e+00
1.200000000000000000e+01,3.176149725914001465e-01,1.218523025512695312e+00
1.300000000000000000e+01,2.996488213539123535e-01,1.228058934211730957e+00
1.400000000000000000e+01,2.841896414756774902e-01,1.191990494728088379e+00
1.500000000000000000e+01,2.755763232707977295e-01,1.196576952934265137e+00
1.600000000000000000e+01,2.637510299682617188e-01,1.184798240661621094e+00
1.700000000000000000e+01,2.550972700119018555e-01,1.158508062362670898e+00
1.800000000000000000e+01,2.444167286157608032e-01,1.202993273735046387e+00
1.900000000000000000e+01,2.253053635358810425e-01,1.162394285202026367e+00
2.000000000000000000e+01,2.280886620283126831e-01,1.135902404785156250e+00
2.100000000000000000e+01,2.141587585210800171e-01,1.153803586959838867e+00
2.200000000000000000e+01,2.066775262355804443e-01,1.155236959457397461e+00
2.300000000000000000e+01,1.944114118814468384e-01,1.126239418983459473e+00
2.400000000000000000e+01,1.891559511423110962e-01,1.156370162963867188e+00
2.500000000000000000e+01,1.873669475317001343e-01,1.139837980270385742e+00
2.600000000000000000e+01,1.774402111768722534e-01,1.117308855056762695e+00
2.700000000000000000e+01,1.688414365053176880e-01,1.146506905555725098e+00
2.800000000000000000e+01,1.577029526233673096e-01,1.104626297950744629e+00
2.900000000000000000e+01,1.590716540813446045e-01,1.120051503181457520e+00
3.000000000000000000e+01,1.469179689884185791e-01,1.127610921859741211e+00
3.100000000000000000e+01,1.439526677131652832e-01,1.092691063880920410e+00
3.200000000000000000e+01,1.376469433307647705e-01,1.070526003837585449e+00
3.300000000000000000e+01,1.377781033515930176e-01,1.079603075981140137e+00
3.400000000000000000e+01,1.372150927782058716e-01,1.077958464622497559e+00
3.500000000000000000e+01,1.304808855056762695e-01,1.083231806755065918e+00
3.600000000000000000e+01,1.259451508522033691e-01,1.105238437652587891e+00
3.700000000000000000e+01,1.244289129972457886e-01,1.067312717437744141e+00
3.800000000000000000e+01,1.266797780990600586e-01,1.050897121429443359e+00
3.900000000000000000e+01,1.212713941931724548e-01,1.082223176956176758e+00
4.000000000000000000e+01,1.154938191175460815e-01,1.081342339515686035e+00
4.100000000000000000e+01,1.118378788232803345e-01,1.057499527931213379e+00
4.200000000000000000e+01,1.126430258154869080e-01,1.092970013618469238e+00
4.300000000000000000e+01,1.140933781862258911e-01,1.088626742362976074e+00
4.400000000000000000e+01,1.095946729183197021e-01,1.082565546035766602e+00
4.500000000000000000e+01,1.037126109004020691e-01,1.076365828514099121e+00
4.600000000000000000e+01,1.047485992312431335e-01,1.085793852806091309e+00
4.700000000000000000e+01,1.036187633872032166e-01,1.066484093666076660e+00
4.800000000000000000e+01,1.033584102988243103e-01,1.093080163002014160e+00
